Lender,IDs,Loan Count,Total Amount,Total Employees,Traditional
Service FCU,[100684],561,22637678.169999998,2954.0,0
ServisFirst Bank,[434138],6999,1463863943.42,157560.0,1
Sesloc FCU,[92882],208,8464005.0,1135.0,0
Settlers Bank,[452244],392,82592026.00000003,9190.0,1
SharePoint CU,[99817],156,6691479.41,713.0,0
Sharon & Crescent United CU,[98548],219,9153714.0,974.0,0
Shelby County State Bank,[22559],363,6361837.55,738.0,1
Sherburne State Bank,[38878],376,24423379.22,2357.0,1
Sherwood Community Bank,[40312],150,2928123.92,573.0,1
Shinhan Bank America,[112966],1704,106710471.35,16394.0,1
"Shore United Bank, National Association",[30493],3016,266166334.47999996,32676.0,1
Sibley State Bank,[25463],212,9651180.840000002,1056.0,1
Sicily Island State Bank,[29305],38,3896599.82,562.0,1
Sierra Central CU,[92892],27,1045971.7000000001,162.0,0
Sierra Pacific FCU,[100650],45,2008015.0,184.0,0
Signal Financial FCU,[94099],81,5322952.52,617.0,0
Signature Bank,"[442348, 224478]",10606,3451026399.1800003,292286.0,1
Signature Bank of Arkansas,[4455],424,28370927.179999996,3553.0,1
Signature Bank of Georgia,[436819],263,33213186.669999998,3555.0,1
"Signature Bank, National Association",[256729],1200,306535341.0500001,30018.0,1
Silex Banking Company,[41434],76,4446502.1899999995,357.0,1
Silver Lake Bank,[26434],698,58930650.0,6571.0,1
Simmons Bank,[4679],17766,1990907141.11,242876.0,1
Simply Bank,[68878],294,20012951.939999998,2633.0,0
Singing River FCU,[100049],98,5366677.61,666.0,0
Siouxland Bank,[42650],138,8188360.69,918.0,1
Sixth Avenue Baptist FCU,[91091],40,967236.3899999998,162.0,0
Skowhegan Savings Bank,[29894],624,29486429.990000002,4752.0,1
Sky FCU,[100418],143,3643018.4000000004,448.0,0
SkyOne FCU,[91905],122,12186503.27,1773.0,0
Skyline National Bank,[73473],2742,126429655.75999999,18881.0,1
Sloan State Bank,[25482],110,2432202.31,219.0,1
Small Business Bank,[25901],907,27991750.65,3378.0,1
SmartBank,[445288],4606,447011779.79999995,60492.0,1
"SoFi Bank, National Association",[111209],265,23382307.810000002,4060.0,1
Solera National Bank,[450238],1224,176528310.46000004,20121.0,1
Solon State Bank,[25484],128,4084966.2,654.0,1
Solutions Bank,[21382],445,10789544.27,1511.0,1
Solutions North Bank,[26636],595,14704362.47,1798.0,1
Solvay Bank,[50256],1062,116197700.14999999,12643.0,1
Somerset Trust Company,[65337],2697,253091208.48999995,31871.0,1
Sooper CU,[93451],19,1268263.84,100.0,0
Sound Community Bank,[107432],1458,117831706.42999998,12909.0,1
South Atlantic Bank,[452235],1483,144856745.23,20651.0,1
"South Central Bank, Inc.",[27775],3281,164192992.33999997,21865.0,1
South Central State Bank,[42105],408,7586600.0,790.0,1
South Coast Bank & Trust,[19627],88,9628346.53,1473.0,1
South Georgia Bank,[90704],136,4052890.53,645.0,1
South Georgia Banking Company,[19619],936,27606736.32,4354.0,1
South Lafourche Bank & Trust Company,[28361],206,11313552.18,1371.0,1
South Louisiana Bank,[28293],1347,123235834.0,13130.0,1
South Metro FCU,[118811],65,16164743.239999998,3226.0,0
South Ottumwa Savings Bank,[25361],788,26231001.4,3710.0,1
South Shore Bank,[33475],1645,206660540.0,19632.0,1
South Story Bank & Trust,[25481],322,19546783.39,2428.0,1
SouthEast Bank,[262367],480,38196402.68000001,5419.0,1
SouthPoint Bank,[437056],1321,117957589.46,15554.0,1
SouthPoint Financial CU,[99853],599,13316721.64,1726.0,0
"SouthState Bank, National Association",[117723],28690,3504237771.1600003,439159.0,0
"SouthTrust Bank, National Association",[70026],1018,82031113.27,9196.0,0
SouthWest Bank,[72181],931,188651820.28,16764.0,1
Southbridge CU,[98560],53,2577260.3200000003,268.0,0
Southeast First National Bank,[19755],158,6122581.9399999995,969.0,1
Southeastern Bank,[19362],724,42993288.21,6189.0,1
Southeastern CU,[95066],98,3172248.0,427.0,0
Southern Bancorp Bank,[4089],2640,171398113.12,23715.0,1
Southern Bank,"[19672, 79133]",3857,297857149.99,41679.0,1
Southern Bank and Trust Company,[50882],4477,438274229.34,58487.0,1
Southern First Bank,[124307],843,95947427.89,9036.0,1
Southern Heritage Bank,[28326],418,21716140.31,3155.0,1
Southern Illinois Bank,[124020],58,1483240.0,216.0,1
Southern Independent Bank,[444795],624,26687652.44,3833.0,1
Southern Michigan Bank & Trust,[33720],1304,119452971.56,13945.0,1
Southern States Bank,[449992],590,103462124.21,12057.0,1
SouthernTrust Bank,[434565],2419,74434123.82000001,9222.0,1
Southside Bank,[72026],3014,421144569.44,47167.0,1
Southwest Capital Bank,[45813],273,40208788.87,5458.0,1
"Southwest Georgia Farm Credit, ACA",[227410],76,4103847.28,741.0,1
Southwest Missouri Bank,[40210],1355,53538558.95,7735.0,1
Southwest National Bank,[26707],535,56352702.37,8501.0,1
Southwestern National Bank,[122197],1729,99554506.12,13930.0,1
Southwind Bank,[26200],277,13250871.16,1466.0,1
Space Coast CU,[94589],2166,43898008.620000005,8281.0,0
Spencer County Bank,[24176],39,1725518.0,212.0,1
"Spencer Savings Bank, SLA",[85804],616,57568999.49,6162.0,0
Spokane Teachers CU,[107699],1948,52739204.0,8277.0,0
Spring Bank,"[458219, 443431]",1056,196262270.29,19480.0,1
Spring Valley City Bank,[22656],187,9307423.94,1173.0,1
Springfield State Bank,[27936],441,13329655.97,1947.0,1
Springs Valley Bank & Trust Company,[23165],777,33738012.96,4504.0,1
"Square Capital, LLC",[529050],53949,571627923.6299999,123526.0,0
St. Anne's Credit Union,[98520],70,5805221.16,787.0,1
St. Ansgar State Bank,[25434],302,10084804.020000001,1013.0,1
"St. Charles Bank & Trust Company, National Association",[111865],1011,219300534.75,21523.0,1
St. Clair County State Bank,[41192],365,6158825.98,952.0,1
St. Johns Bank and Trust Company,[41370],277,24129342.060000002,2953.0,0
St. Louis Bank,[434581],1035,163744522.0,15750.0,0
St. Martin National Bank,[38832],100,1611235.25,204.0,0
St. Mary's Bank,[108686],1143,64291900.0,8822.0,0
St. Mary's CU,[98539],437,27898371.8,3005.0,0
St. Michael's Fall River FCU,[98541],137,6667017.0,725.0,0
Stanford FCU,[92961],59,1689976.6400000004,170.0,0
Star Bank,[36651],774,23158716.34,2915.0,1
Star Tech FCU,[93286],13,433183.32,51.0,0
Starion Bank,[118060],1222,126380897.44,13741.0,1
State Bank,"[22803, 23892, 24983, 22872, 124041]",2344,176303006.88,21690.0,1
State Bank & Trust,[3379],262,10734539.74,1464.0,1
State Bank & Trust Co.,[25302],226,13272561.85,1342.0,1
State Bank & Trust Company,[28246],388,10052066.55,1160.0,1
State Bank & Trust of Kenmare,[52860],172,4269034.0,485.0,1
State Bank Financial,[122709],489,55039726.4,6016.0,1
State Bank Northwest,[74278],716,70679471.33999999,7382.0,1
State Bank of Bottineau,[52685],204,5110855.0,551.0,1
State Bank of Chandler,[36722],125,4263931.63,553.0,1
State Bank of Cherry,[20477],214,4879205.51,520.0,1
State Bank of Cochran,[19241],64,3066455.73,514.0,1
State Bank of Cold Spring,[36745],103,4389463.89,524.0,1
State Bank of Danvers,[36765],119,3192270.91,288.0,1
State Bank of Davis,[21176],331,17520271.580000002,2081.0,1
State Bank of De Kalb,[69698],486,38677154.75,5143.0,1
State Bank of Downs,[25800],86,6188728.15,480.0,1
State Bank of Easton,[38015],64,3150217.72,232.0,1
State Bank of Graymont,[21466],591,22472324.4,2103.0,1
State Bank of Herscher,[21517],260,15680252.259999998,1633.0,1
State Bank of India (California),[5759],120,20127418.939999998,1948.0,1
State Bank of Lakota,[52864],38,1481824.0,142.0,1
State Bank of Lismore,[38323],156,3900369.07,402.0,1
State Bank of Missouri,[40085],169,5254843.45,668.0,1
State Bank of New Richland,[38677],196,4457177.3,548.0,1
State Bank of Schaller,[25437],19,501711.67,45.0,1
State Bank of Southern Utah,[72214],2224,145771240.28,15733.0,1
State Bank of Southwest Missouri,[41458],353,30021098.43999999,2791.0,1
State Bank of Table Rock,[42670],590,9418767.84,1026.0,1
State Bank of Texas,[111946],2357,77838889.83999999,9901.0,1
State Bank of Toulon,[22717],416,11562056.0,1179.0,1
"State Bank of the Lakes, National Association",[20227],853,78667260.0,10075.0,1
State Central Bank,[25139],13,1998643.52,253.0,1
State Empl CU,[101180],247,16756561.65,2169.0,0
State Empl CU of Maryland Inc,[98171],393,15339996.879999999,2165.0,0
State Nebraska Bank & Trust,[42707],186,20012223.84,2040.0,0
State Savings Bank,"[25401, 24597, 34939, 24589]",1335,55656803.980000004,7407.0,1
State Street Bank and Trust Company,[22398],482,11490278.0,1579.0,1
Stearns Bank National Association,[36581],2573,372939873.00000006,43583.0,1
Stellar Bank,[451098],12436,1538730622.58,157039.0,1
Stepping Stones Community FCU,[486985],58,3622775.68,563.0,0
Sterling Bank,"[75627, 467149]",1781,81610902.41,9998.0,1
"Sterling Federal Bank, F.S.B.",[77441],409,19827365.0,2562.0,0
Sterling State Bank,[36611],1097,91363020.83999999,11986.0,1
Stillman BancCorp N.A.,[22671],441,30520863.55,2916.0,0
Stock Growers Bank,[52781],588,12804542.65,1487.0,1
Stock Yards Bank & Trust Company,[27569],7061,1109688764.95,114607.0,1
Stockman Bank of Montana,[41971],6669,437134172.6999999,52164.0,1
Stockmens Bank,"[41898, 42059]",834,27495745.49,3210.0,1
Stone Bank,[4086],760,70160956.73,7648.0,1
StonehamBank,[89298],220,30710446.0,3443.0,1
"Stride Bank, National Association",[58932],1380,118552739.56000002,12671.0,1
Stryv Bank,[26661],190,15891062.94,1892.0,1
Sturdy Savings Bank,[80115],783,79523189.28,11083.0,1
Sturgis Bank & Trust Company,[79717],973,57221833.95,9113.0,1
Success Bank,[24607],476,12598572.24,1266.0,1
Sugar River Bank,[43149],403,15481806.36,2008.0,1
Sullivan Bank,[41498],586,28566644.33,3973.0,1
Suma Yonkers FCU,[101907],62,2682698.8000000003,267.0,0
Summit Bank,"[368537, 5922]",921,232994168.76,21271.0,1
Summit CU,[108074],3110,204750960.38,27412.0,0
"Summit Community Bank, Inc.",[119785],2695,234050270.53999993,27033.0,1
Summit National Bank,[77192],107,2728487.77,371.0,1
Summit State Bank,[90436],836,133977624.14999999,13293.0,1
Sun Community FCU,[91993],34,3793051.3500000006,912.0,0
SunSouth Bank,[1914],175,7863450.720000001,1165.0,1
Suncoast CU,[94371],3233,77939560.63000003,11195.0,0
"Sunflower Bank, National Association",[26378],3383,609764741.38,61765.0,1
Sunmark CU,[101839],439,12145383.38,1815.0,0
Sunmark Community Bank,[19476],436,36459274.14,4911.0,1
Sunnyside Federal Savings and Loan Association of Irvington,[80138],130,9830303.22,1172.0,1
Sunrise Bank,[434873],322,31518227.589999996,4846.0,1
"Sunrise Banks, National Association",[38858],3533,349875840.0,39687.0,1
Sunshine State Economic Development Corporation,[188204],2150,24498869.33,3137.0,0
Sunstate Bank,[123537],606,36346210.53,4420.0,1
Sunwest Bank,[14926],3606,904163691.0,88523.0,1
Superior National Bank,[35292],838,75577541.82,10909.0,1
Surety Bank,[116826],179,10905125.58,1788.0,1
Susser Bank,[105536],2153,295022081.33,31808.0,1
Sutton Bank,[53273],981,84355427.44000001,9226.0,1
Swedish-American State Bank,[25784],287,6432100.0,750.0,1
Sweet Water State Bank,[3296],123,2314483.75,324.0,1
Synergy Bank,[123463],1372,110757820.0,13154.0,1
Synovus Bank,[19248],26629,3809330431.0799994,441013.0,1
"T Bank, National Association",[426479],1598,164244620.14000002,15037.0,1
T M H FCU,[94724],2,411706.0,42.0,0
TBA CU,[99467],207,6904168.319999999,986.0,0
"TBK Bank, SSB",[71488],2901,315002780.43,25178.0,1
TC Federal Bank,[81618],399,33295469.44,4469.0,1
"TD Bank, National Association",[29805],130368,12183725231.84,1312997.0,0
"TIAA Bank, A Division of TIAA FSB",[123344],260,15532060.869999997,1695.0,0
TLC Community CU,[99476],140,6346851.899999999,810.0,0
TPNB Bank,[41206],142,2996348.2199999997,362.0,1
"TRF Enterprise Fund, Inc.",[492352],111,5604228.96,1237.0,0
TS Bank,[25541],543,22037990.1,2666.0,1
Table Rock Community Bank,[443065],173,3742907.01,633.0,1
Tandem Bank,[526415],477,47774184.4,4854.0,1
Taunton FCU,[98588],168,6016314.0600000005,706.0,0
Taylor County Bank,[26856],165,2169463.6100000003,344.0,1
Teachers CU,[96759],897,41527063.699999996,6120.0,0
Team One CU,[99330],159,12018565.94,1480.0,0
Tech CU,[96781],144,13478315.96,1689.0,0
Technology CU,[91910],636,142024422.0,10410.0,0
Telhio CU Inc,[102811],740,56276876.95,7660.0,0
Templeton Savings Bank,[25529],508,8346805.0200000005,804.0,1
Tennessee State Bank,[67003],915,38356034.86000001,6231.0,1
"Terrabank, National Association",[17469],196,21007068.729999997,2571.0,1
Territorial Bank of American Samoa,[529631],447,12761155.02,2739.0,1
Territorial Savings Bank,[87997],36,2051239.0,348.0,1
Teutopolis State Bank,[22700],629,19038994.35,2222.0,1
"Texana Bank, National Association",[70797],243,12670482.57,1876.0,1
Texas Bank and Trust Company,[70840],1948,304067429.88,32870.0,1
Texas Capital Bank,[121598],2266,916418046.7000002,78222.0,1
Texas Community Bank,[71913],971,69562703.87,11793.0,1
Texas First Bank,[71999],2421,250090671.94,26926.0,1
"Texas Gulf Bank, National Association",[69962],629,92783037.83000001,10458.0,1
Texas Heritage Bank,[69262],491,40019012.95,4751.0,1
Texas Heritage National Bank,[69267],440,34175875.510000005,3961.0,1
Texas National Bank,"[71432, 119837]",11722,339830969.50000006,47154.0,1
Texas Partners Bank,[447956],2041,353295053.77,36974.0,1
Texas Regional Bank,[111233],2514,206837314.7,29714.0,1
Texas Security Bank,[455610],1476,372937929.25999993,34222.0,1
Texico State Bank,[22702],79,3027721.54,441.0,0
Thayer County Bank,[42243],86,4776639.25,707.0,1
"Adirondack Trust Company, THE",[50168],1517,162004085.88,18245.0,1
"American National Bank of Texas, THE",[71977],4090,462065087.48,50035.0,1
"Antwerp Exchange Bank Company, THE",[53244],186,3951448.4600000004,614.0,1
"Atlanta National Bank, THE",[20271],133,2523244.77,297.0,1
"Baldwin State Bank, THE",[25697],102,4313209.39,548.0,1
"Bancorp Bank National Association, THE",[188901],1909,301422528.0,38788.0,1
"Bank, THE","[26221, 121318]",1329,37442677.47,4546.0,1
"Bank of Advance, THE",[40082],485,12463500.92,1826.0,1
"Bank of Baker, THE",[41774],170,10450044.82,1079.0,1
"Bank of Beaver City, THE",[58764],351,14976511.190000001,1688.0,1
"Bank of Bennington, THE",[87045],567,42116883.35000001,5170.0,1
"Bank of Canton, THE",[32735],458,69881466.0,6005.0,1
"Bank of Clarendon, THE",[66219],361,18631134.16,2847.0,1
"Bank of Clovis, THE",[203012],408,17008465.57,2780.0,1
"Bank of Commerce, THE","[20144, 29364]",2264,135417363.0,20702.0,1
"Bank of Edison, THE",[19431],595,14285053.140000002,1609.0,1
"Bank of Elk River, THE",[38030],1068,96088184.06,11815.0,1
"Bank of Glen Burnie, THE",[30660],184,24023372.0,3210.0,1
"Bank of Grain Valley, THE",[40525],131,9913427.07,761.0,1
"Bank of Greene County, THE",[47130],2171,158845987.26000002,18983.0,1
"Bank of Herrin, THE",[21513],292,19309631.34,2349.0,1
"Bank of Houston, THE",[40644],313,27782423.890000008,2764.0,1
"Bank of Kaukauna, THE",[76036],221,27153032.849999998,2587.0,1
"Bank of LaFayette, Georgia, THE",[19512],153,6957674.2299999995,863.0,0
"Bank of Magnolia Company, THE",[57711],145,10018093.0,1293.0,1
"Bank of Missouri, THE",[41214],3729,205092850.49,27308.0,1
"Bank of Old Monroe, THE",[41186],544,44557217.78,5145.0,1
"Bank of Princeton, THE",[447226],3454,323373630.77,42374.0,1
"Bank of Protection, THE",[26361],149,5365345.62,596.0,1
"Bank of Romney, THE",[75390],212,9200748.09,1529.0,1
"Bank of South Carolina, THE",[110651],458,54995684.0,4958.0,1
"Bank of Tampa, THE",[17715],3201,532806886.01,53738.0,1
"Bank of Tescott, THE",[26480],926,21725164.78,2678.0,1
"Bank of Tioga, THE",[52954],125,9386807.05,822.0,1
"Bank of Vernon, THE",[3334],334,28121190.85,3482.0,1
"Bennington State Bank, THE",[25713],1201,88690411.50999999,9958.0,1
"Bippus State Bank, THE",[22939],680,31941177.439999998,4611.0,1
"Bradford National Bank of Greenville, THE",[21471],548,22577848.45,3531.0,1
"Brattleboro Savings & Loan Association, THE",[80234],404,33459079.880000003,3744.0,1
"Brenham National Bank, THE",[69085],316,21824744.0,2863.0,1
"Callaway Bank, THE",[40487],594,33854870.0,4496.0,1
"Campbell & Fetter Bank, THE",[23792],331,15852570.0,1902.0,1
"Canandaigua National Bank and Trust Company, THE",[47007],6337,520561397.49,62307.0,1
"Cape Cod Five Cents Savings Bank, THE",[32844],3585,314418758.28,33934.0,1
"Cecilian Bank, THE",[26872],1209,78526750.0,10978.0,1
"Central Trust Bank, THE",[40659],15238,1292126173.5999997,159013.0,1
"Chesapeake Bank & Trust Company, THE",[111223],162,10737089.68,1402.0,1
"Citizens Bank, THE","[4115, 27621, 45784, 2010, 66268, 27103]",4581,264515498.01999995,33557.0,1
"Citizens Bank Edina, THE",[40439],241,3825131.79,451.0,0
"Citizens Bank of Clovis, THE",[45756],292,17751008.8,2308.0,1
"Citizens Bank of Edmond, THE",[58917],998,42210686.1,5385.0,1
"Citizens Bank of Georgia, THE",[120988],499,42778465.0,5073.0,1
"Citizens Bank of Philadelphia, THE",[39670],1141,68859636.71,9588.0,1
"Citizens Bank of Swainsboro, THE",[19708],440,17550386.990000002,2182.0,1
"Citizens Bank of Winfield, THE",[3375],124,2966271.39,382.0,1
"Citizens National Bank, THE",[25931],400,14270529.18,1962.0,1
"Citizens National Bank of Bluffton, THE",[53296],1453,143154744.0,16722.0,1
"Citizens National Bank of Lebanon, THE",[27183],138,4766124.28,672.0,1
"Citizens National Bank of Meridian, THE",[39604],1881,154193275.31,20068.0,1
"Citizens National Bank of Park Rapids, THE",[38734],563,30474163.0,3509.0,1
"Citizens National Bank of Quitman, THE",[19640],170,8461819.379999999,1114.0,1
"Citizens National Bank of Somerset, THE",[27925],538,28971000.0,4565.0,1
"Citizens State Bank, THE","[25937, 25994, 26156, 26191]",1865,67034256.06,7928.0,1
"Citizens State Bank and Trust Company, THE",[26768],320,6924550.07,774.0,1
"Citizens State Bank at Mohall, THE",[52907],200,4456691.98,540.0,1
"Citizens State Bank of Cheney, THE",[25755],229,4245044.640000001,585.0,0
"Citizens State Bank of Ouray, THE",[15674],560,51191062.49000001,4773.0,1
"City National Bank of Metropolis, THE",[21960],590,44711474.199999996,4917.0,1
"Claxton Bank, THE",[19227],205,10862152.57,1723.0,1
"Clay City Banking Co., THE",[21137],276,7223597.0,1128.0,1
"Cleveland State Bank, THE",[39186],675,23718917.830000002,3469.0,1
"Clinton National Bank, THE",[24778],527,30965334.369999997,3909.0,1
"Colorado Bank and Trust Company of La Junta, THE",[15583],286,16260733.75,2152.0,1
"Commercial Bank, THE","[19344, 71369, 39197]",1163,77411515.35000001,9926.0,1
"Commercial Bank of Grayson, THE",[27038],352,9689009.0,1740.0,1
"Commercial Bank of Ozark, THE",[3165],185,9020502.86,1337.0,1
"Commercial National Bank of Brady, THE",[69080],570,13326698.52,1760.0,1
"Community Bank, THE","[122632, 57464]",820,49766248.25,6133.0,1
"Converse County Bank, THE",[77183],780,52085709.6,4734.0,1
"Conway National Bank, THE",[65971],1847,103352489.34,15433.0,1
"Cooperative Bank, THE",[89210],304,25493242.07,2844.0,1
"Cooperative Bank of Cape Cod, THE",[89212],1385,114207623.61,12346.0,0
"Corner Stone Bank, THE",[41438],283,7226265.0,1283.0,0
"Cottonport Bank, THE",[28177],693,32021125.009999998,5130.0,1
"County FCU, THE",[97924],158,3166562.5500000003,495.0,0
"Credit Union For All, THE",[95700],162,2703468.69,510.0,1
"Croghan Colonial Bank, THE",[57578],1286,128260213.6,14158.0,1
